0.5,0.25,0.93923611,0.017047658498547787,2.343819192090303e-13,0.04,0.06,0.0,0.18,1,0
0.375,0.125,0.97299383,0.04953497996021397,4.0517356851006346e-06,0.0,0.0,0.14,0.29,1,0
0.25,0.125,0.83796296,0.02728249371647324,0.00011817899582955949,0.0,0.02,0.06,0.11,0,0
0.375,0.25,0.77854938,0.463364943758367,0.004375999848536807,0.0,0.0,0.03,0.06,1,1
0.25,0.25,0.44367284,9.028101620642915e-05,1.7730414440249518e-09,0.01,0.03,0.1,0.3,0,0
0.625,0.25,0.9879401,0.41556037221971553,6.565319865886011e-08,0.0,0.0,0.04,0.2,0,0
0.5,0.25,0.93923611,0.8640224661001008,0.0006893776584559724,0.03,0.04,0.03,0.17,0,1
0.5,0.125,0.99729938,0.80829904,0.02700617000000005,0.01,0.01,0.04,0.14,0,0
0.75,0.375,0.97529981,0.902939775067224,7.293340282540128e-05,0.0,0.0,0.04,0.17,1,1
0.625,0.375,0.90934714,0.93928731,0.02700617000000005,0.01,0.01,0.05,0.18,1,0
0.5,0.25,0.93923611,0.9295280878489368,0.026256002331961587,0.01,0.02,0.03,0.16,0,1
0.375,0.25,0.77854938,0.39293061334539225,0.0007090740624973524,0.0,0.0,0.02,0.05,0,0
0.625,0.25,0.9879401,0.7747984739334794,0.00043760047096480677,0.0,0.03,0.04,0.2,0,0
0.5,0.25,0.93923611,0.96412037,0.16203703999999997,0.04,0.07,0.02,0.22,0,1
0.375,0.25,0.77854938,0.8479938300000001,0.16203703999999997,0.04,0.08,0.04,0.05,1,1
0.375,0.125,0.97299383,0.04953497996021397,4.0517356851006346e-06,0.03,0.07,0.03,0.12,1,1
0.5,0.375,0.7428305,0.80829904,0.02700617000000005,0.0,0.0,0.02,0.12,0,0
0.375,0.125,0.97299383,1.0,1.0,0.01,0.01,0.06,0.16,0,0
0.375,0.125,0.97299383,1.0,1.0,0.05,0.08,0.09,0.18,1,0
0.25,0.25,0.44367284,0.007486050150202659,1.1817912710955658e-05,0.02,0.07,0.1,0.15,0,1
0.25,0.25,0.44367284,0.03380460235425242,0.00043760047096480677,0.01,0.02,0.09,0.15,0,0
0.625,0.375,0.90934714,0.93928731,0.02700617000000005,0.0,0.04,0.01,0.09,1,1
0.5,0.125,0.99729938,1.0,1.0,0.05,0.05,0.05,0.08,1,1
0.5,0.5,0.45952825,0.54047175,0.0027006200000000424,0.01,0.05,0.0,0.03,1,1
0.375,0.125,0.97299383,1.0,1.0,0.04,0.06,0.03,0.07,1,1
0.25,0.25,0.44367284,0.5563271599999999,0.16203703999999997,0.01,0.05,0.0,0.01,1,1
0.25,0.125,0.83796296,0.00010835113045349738,9.641213399872621e-09,0.0,0.01,0.08,0.17,0,0
0.25,0.125,0.83796296,1.0,1.0,0.02,0.02,0.01,0.06,1,1
0.5,0.125,0.99729938,1.0,1.0,0.05,0.05,0.05,0.19,1,1
0.375,0.25,0.77854938,0.719093535718069,0.026256002331961587,0.04,0.06,0.06,0.19,1,1
0.75,0.25,0.99821685,0.99923375,0.16203703999999997,0.0,0.03,0.02,0.08,1,1
0.625,0.125,0.99984997,1.0,1.0,0.03,0.04,0.02,0.14,1,1
0.5,0.125,0.99729938,0.28192158,0.0001500300000000232,0.0,0.0,0.03,0.15,0,1
0.5,0.375,0.7428305,0.80829904,0.02700617000000005,0.06,0.08,0.0,0.0,1,1
0.25,0.125,0.83796296,0.5563271599999999,0.16203703999999997,0.05,0.1,0.05,0.1,1,1
0.25,0.25,0.44367284,0.3094999089536655,0.026256002331961587,0.03,0.11,0.07,0.22,1,0
0.25,0.25,0.44367284,0.5563271599999999,0.16203703999999997,0.06,0.1,0.04,0.07,1,1
0.625,0.125,0.99984997,0.93928731,0.02700617000000005,0.02,0.07,0.03,0.12,1,1
0.5,0.375,0.7428305,0.80829904,0.02700617000000005,0.05,0.1,0.03,0.06,1,1
0.5,0.375,0.7428305,0.43686279667212,7.293340282540128e-05,0.03,0.11,0.06,0.26,0,0
0.5,0.25,0.93923611,0.96412037,0.16203703999999997,0.06,0.12,0.05,0.05,1,1
0.375,0.125,0.97299383,0.25716950000000005,0.0027006200000000424,0.01,0.07,0.04,0.04,1,0
0.375,0.375,0.4535751,0.5464249,0.02700617000000005,0.08,0.14,0.08,0.16,0,0
0.25,0.5,0.03587963,0.06076389000000004,0.0027006200000000424,0.01,0.02,0.0,0.0,0,0
0.375,0.125,0.97299383,0.035579807758723034,8.619196308338681e-09,0.0,0.0,0.12,0.27,0,0
0.5,0.375,0.7428305,0.43686279667212,7.293340282540128e-05,0.0,0.0,0.04,0.05,0,0
0.5,0.375,0.7428305,0.23611200022727485,1.9696540633833832e-07,0.03,0.16,0.05,0.26,0,0
0.5,0.375,0.7428305,0.80829904,0.02700617000000005,0.06,0.11,0.07,0.23,0,0
0.375,0.375,0.4535751,0.29858017134000997,0.0007293332180689028,0.01,0.08,0.02,0.23,0,0
0.375,0.375,0.4535751,0.5464249,0.02700617000000005,0.08,0.13,0.02,0.23,1,0
0.5,0.5,0.45952825,0.152370649705365,4.0517401860006904e-07,0.0,0.0,0.02,0.15,1,1
0.375,0.25,0.77854938,0.8479938300000001,0.16203703999999997,0.02,0.12,0.05,0.18,0,0
0.25,0.25,0.44367284,0.1231989945048392,0.004375999848536807,0.02,0.13,0.07,0.21,0,0
0.5,0.25,0.93923611,0.96412037,0.16203703999999997,0.07,0.16,0.01,0.09,1,1
0.5,0.375,0.7428305,0.6533473380649215,0.0007293332180689028,0.01,0.08,0.03,0.03,1,1
0.375,0.375,0.4535751,0.5464249,0.02700617000000005,0.01,0.02,0.0,0.0,1,1
0.5,0.375,0.7428305,0.80829904,0.02700617000000005,0.03,0.11,0.04,0.11,1,1
0.375,0.125,0.97299383,1.0,1.0,0.06,0.16,0.05,0.13,1,1
0.375,0.375,0.4535751,0.5464249,0.02700617000000005,0.03,0.07,0.07,0.13,1,0
0.25,0.25,0.44367284,0.1231989945048392,0.004375999848536807,0.06,0.11,0.08,0.14,1,0
0.375,0.375,0.4535751,0.5464249,0.02700617000000005,0.02,0.1,0.05,0.27,1,0
0.75,0.25,0.99821685,0.7569704266228751,2.4310417111203754e-05,0.06,0.12,0.03,0.13,1,1
0.625,0.375,0.90934714,0.93928731,0.02700617000000005,0.02,0.08,0.05,0.24,1,1
0.5,0.125,0.99729938,0.9295280878489368,0.026256002331961587,0.01,0.04,0.03,0.26,1,1
0.625,0.25,0.9879401,0.9878273306587009,0.026256002331961587,0.03,0.03,0.03,0.14,1,1
0.75,0.125,0.99999643,1.0,1.0,0.02,0.02,0.08,0.28,0,0
0.625,0.625,0.4636536,0.533072021318392,2.4310417111203754e-05,0.03,0.03,0.07,0.28,0,0
0.375,0.375,0.4535751,0.14052381832055003,7.293340282540128e-05,0.09,0.16,0.05,0.07,1,0
0.25,0.25,0.44367284,0.5563271599999999,0.16203703999999997,0.03,0.15,0.08,0.34,1,0
0.25,0.375,0.15200617,0.22145062000000004,0.02700617000000005,0.03,0.07,0.05,0.07,1,0
0.625,0.25,0.9879401,0.99389503,0.16203703999999997,0.09,0.13,0.05,0.09,1,1
0.625,0.5,0.71807842,0.6040000775631695,1.1817925838969951e-06,0.04,0.14,0.05,0.13,0,1
0.5,0.125,0.99729938,0.54047175,0.0027006200000000424,0.07,0.16,0.04,0.1,1,1
0.5,0.25,0.93923611,0.26205402718075105,3.939188029864806e-06,0.06,0.16,0.07,0.27,1,1
0.375,0.25,0.77854938,0.39293061334539225,0.0007090740624973524,0.03,0.17,0.04,0.17,1,1
0.25,0.375,0.15200617,0.013456201114111811,7.293340282540128e-05,0.1,0.19,0.08,0.11,0,0
0.25,0.375,0.15200617,0.22145062000000004,0.02700617000000005,0.04,0.2,0.08,0.33,0,0
0.375,0.125,0.97299383,0.5464249,0.02700617000000005,0.06,0.23,0.05,0.41,1,0
0.25,0.125,0.83796296,0.06076389000000004,0.0027006200000000424,0.01,0.07,0.25,0.41,0,0
0.5,0.375,0.7428305,0.80829904,0.02700617000000005,0.13,0.31,0.05,0.26,0,0
0.625,0.25,0.9879401,0.99389503,0.16203703999999997,0.15,0.3,0.09,0.17,1,1
0.5,0.5,0.45952825,0.152370649705365,4.0517401860006904e-07,0.15,0.23,0.1,0.13,1,1
0.375,0.375,0.4535751,0.5464249,0.02700617000000005,0.02,0.25,0.12,0.38,0,0
0.375,0.625,0.06071269,0.008217941026179591,2.250900090000696e-08,0.05,0.14,0.05,0.08,1,0
0.625,0.5,0.71807842,0.41811293916996,4.0517401860006904e-07,0.1,0.24,0.19,0.39,0,0
0.375,0.125,0.97299383,0.09065285999999995,0.0001500300000000232,0.05,0.26,0.03,0.43,0,0
0.25,0.125,0.83796296,0.5563271599999999,0.16203703999999997,0.01,0.06,0.12,0.34,0,0
1.0,0.625,0.94773146,0.96325813,0.0001500300000000232,0.12,0.25,0.03,0.05,1,1
0.875,0.375,0.99466336,0.99711002,0.02700617000000005,0.05,0.27,0.02,0.17,1,1
0.25,0.625,0.00610497,0.012059900000000012,0.0001500300000000232,0.28,0.37,0.07,0.1,1,0
0.5,0.625,0.22044235,0.010843865483709598,0.0,0.07,0.25,0.07,0.1,1,0
1.0,0.5,0.98953404,0.99362052,0.0027006200000000424,0.13,0.31,0.05,0.18,0,0
0.875,0.125,1.0,0.97455025,0.0027006200000000424,0.12,0.32,0.1,0.31,0,1
0.75,0.25,0.99821685,0.839469953118524,1.1817925838969951e-06,0.06,0.26,0.1,0.33,1,0
0.625,0.75,0.2424491,0.23416634111011653,9.641213399872621e-09,0.06,0.15,0.04,0.39,0,0
0.5,0.25,0.93923611,0.7792975695154447,0.004375999848536807,0.15,0.19,0.15,0.3,1,1
0.5,0.25,0.93923611,0.008156097190645861,0.0,0.07,0.19,0.18,0.42,1,0
0.375,0.25,0.77854938,3.909984680577831e-05,0.0,0.01,0.12,0.16,0.38,0,0
0.25,0.75,0.00076625,0.0017831499999999556,3.5699999999527776e-06,0.29,0.39,0.08,0.12,1,0
0.5,0.75,0.08342284,0.0012145383411187995,0.0,0.08,0.26,0.08,0.12,0,0
1.0,0.375,0.99906917,0.99954808,0.02700617000000005,0.14,0.31,0.02,0.06,1,1
1.0,0.25,0.99998345,0.9936158201749404,0.00043760047096480677,0.07,0.16,0.04,0.17,1,1
1.0,0.25,0.99998345,0.9632535737890452,2.4310417111203754e-05,0.06,0.06,0.09,0.36,1,1
1.0,1.0,0.47109073,0.52890927,0.0,0.09,0.23,0.09,0.14,0,0
1.0,0.625,0.94773146,0.9632535737890452,2.4310417111203754e-05,0.09,0.09,0.1,0.25,0,0
1.0,1.0,0.47109073,0.52890927,0.0,0.09,0.32,0.01,0.13,1,0
0.25,0.125,0.83796296,1.655000000000406e-05,0.0,0.23,0.38,0.12,0.17,1,0
0.875,0.125,1.0,1.0,1.0,0.02,0.17,0.12,0.17,0,0
1.0,0.875,0.67345564,0.38134113122673613,0.0,0.16,0.49,0.12,0.49,0,0
1.0,1.0,0.47109073,0.52890927,0.0,0.23,0.45,0.08,0.27,0,0
1.0,0.75,0.84387382,0.846215553295834,5.356070999929981e-10,0.04,0.04,0.08,0.33,0,1
0.875,0.375,0.99466336,0.8937835070385802,4.0517356851006346e-06,0.05,0.05,0.07,0.23,1,1
0.875,0.25,0.99980134,0.10662365356281815,0.0,0.04,0.2,0.17,0.64,0,1
0.75,0.25,0.99821685,0.04911632319868471,0.0,0.05,0.21,0.31,0.6,1,0
1.0,0.875,0.67345564,0.7256244700000001,0.0,0.12,0.19,0.08,0.24,1,0
0.625,0.25,0.9879401,0.1359482348843611,0.0,0.18,0.34,0.07,0.21,1,1
1.0,0.125,1.0,1.0,1.0,0.09,0.31,0.14,0.56,1,1
0.25,0.875,7.095e-05,0.00019866000000001716,0.0,0.09,0.3,0.02,0.07,1,0
0.875,0.625,0.86237652,0.8963740099999999,0.0001500300000000232,0.32,0.38,0.08,0.18,1,1
1.0,1.0,0.47109073,0.52890927,0.0,0.09,0.31,0.1,0.48,1,0
0.75,0.75,0.4667306,0.53286078232225,5.784722327923481e-07,0.01,0.26,0.05,0.29,1,0
1.0,1.0,0.47109073,0.3837895087218369,0.0,0.08,0.22,0.13,0.33,1,1
1.0,0.875,0.67345564,0.725621037796257,0.0,0.1,0.41,0.02,0.18,0,1
0.25,0.125,0.83796296,5.4413470650031406e-14,0.0,0.04,0.16,0.21,0.67,0,0
0.375,0.375,0.4535751,0.0005086286896670268,0.0,0.23,0.47,0.11,0.13,1,1
0.625,1.0,0.03674187,0.05226854000000003,0.0,0.09,0.37,0.0,0.03,1,0
1.0,0.375,0.99906917,0.99954808,0.02700617000000005,0.17,0.39,0.03,0.15,1,1
1.0,0.375,0.99906917,0.99954808,0.02700617000000005,0.27,0.4,0.12,0.32,1,0
1.0,0.625,0.94773146,0.8462115506962669,8.678818908584942e-11,0.0,0.0,0.15,0.4,0,0
0.75,0.25,0.99821685,0.99923375,0.16203703999999997,0.1,0.46,0.0,0.05,1,1
1.0,0.625,0.94773146,0.96325813,0.0001500300000000232,0.07,0.28,0.04,0.24,1,1
1.0,0.625,0.94773146,0.96325813,0.0001500300000000232,0.18,0.34,0.15,0.23,0,0
1.0,1.0,0.47109073,0.3837895087218369,0.0,0.12,0.42,0.15,0.34,0,0
0.875,0.375,0.99466336,0.10632305695738581,0.0,0.08,0.08,0.23,0.68,1,0
0.75,0.25,0.99821685,0.018451444887188043,0.0,0.01,0.09,0.21,0.45,0,0
1.0,1.0,0.47109073,0.52890927,0.0,0.01,0.07,0.0,0.21,0,0
1.0,0.625,0.94773146,0.96325813,0.0001500300000000232,0.13,0.24,0.24,0.4,1,0
1.0,0.625,0.94773146,0.96325813,0.0001500300000000232,0.13,0.29,0.1,0.23,1,1
0.875,0.875,0.46913917,0.5293266528185165,0.0,0.06,0.22,0.05,0.16,1,1
0.75,0.125,0.99999643,0.91657716,0.0027006200000000424,0.01,0.07,0.04,0.15,1,1
1.0,0.375,0.99906917,0.5286702453227016,0.0,0.13,0.39,0.12,0.28,1,1
1.0,1.0,0.47109073,0.52890927,0.0,0.12,0.25,0.07,0.31,1,1
0.875,0.875,0.46913917,0.53086083,0.0,0.16,0.32,0.15,0.37,0,0
1.0,0.75,0.84387382,0.4646431071973881,0.0,0.12,0.58,0.08,0.16,1,1
1.0,0.75,0.84387382,0.87849303,3.5699999999527776e-06,0.05,0.08,0.08,0.16,1,1
1.0,1.0,0.47109073,0.52890927,0.0,0.22,0.39,0.16,0.32,0,0
1.0,1.0,0.47109073,0.52890927,0.0,0.24,0.48,0.01,0.27,1,0
0.875,0.125,1.0,1.0,1.0,0.09,0.25,0.26,0.45,0,0
1.0,1.0,0.47109073,0.2797450158919329,0.0,0.05,0.37,0.08,0.32,1,0
1.0,1.0,0.47109073,0.52890927,0.0,0.18,0.38,0.08,0.32,1,0
1.0,1.0,0.47109073,0.52890927,0.0,0.14,0.31,0.08,0.24,1,0
1.0,0.875,0.67345564,0.7256244700000001,0.0,0.16,0.64,0.12,0.49,1,1
1.0,1.0,0.47109073,0.52890927,0.0,0.19,0.39,0.16,0.32,0,0
1.0,1.0,0.47109073,0.52890927,0.0,0.24,0.48,0.02,0.26,1,1
0.875,0.25,0.99980134,0.99992905,0.16203703999999997,0.09,0.25,0.24,0.46,1,1
1.0,1.0,0.47109073,0.52890927,0.0,0.22,0.64,0.08,0.32,1,0
1.0,1.0,0.47109073,0.52890927,0.0,0.1,0.25,0.08,0.32,0,0
1.0,1.0,0.47109073,0.2797450158919329,0.0,0.03,0.33,0.08,0.32,1,0
1.0,1.0,0.47109073,0.52890927,0.0,0.26,0.57,0.08,0.32,1,0
1.0,0.75,0.84387382,0.7433944654479837,1.9121173469497104e-15,0.08,0.32,0.14,0.28,0,0
1.0,1.0,0.47109073,0.52890927,0.0,0.16,0.38,0.08,0.32,0,0
1.0,1.0,0.47109073,0.52890927,0.0,0.14,0.35,0.08,0.16,1,1
1.0,0.375,0.99906917,0.9566805054979719,1.0942198425896646e-08,0.08,0.32,0.19,0.44,1,0
1.0,1.0,0.47109073,0.52890927,0.0,0.16,0.41,0.08,0.32,1,0
1.0,1.0,0.47109073,0.52890927,0.0,0.14,0.35,0.08,0.16,1,0
1.0,1.0,0.47109073,0.2797450158919329,0.0,0.24,0.65,0.08,0.16,1,0
1.0,1.0,0.47109073,0.52890927,0.0,0.02,0.11,0.08,0.16,1,0
1.0,1.0,0.47109073,0.52890927,0.0,0.23,0.36,0.16,0.32,0,0
